energy_range,Train_AUC,Train_Accuracy,AUC,Accuracy,Q_max,Qmax_Threshold,Qmax_TPR,Qmax_FPR,Q5_Threshold,Q5_TPR,Q5_FPR,Q5_QFactor,FPR1e4_TPR,FPR1e4_QFactor,FPR1e4_FPR,FPR1e4_Threshold
1.e5_1.e6_60,0.9780496598639455,0.9404761904761905,0.9748234567901234,0.9277777777777778,52111.1111111111,0.9625183156667018,0.5211111111111111,0.0,0.6572260051939712,0.8811111111111111,0.03111111111111111,4.9954304435769155,0.5211111111111111,15.633332629833381,0.0011111111111111111,0.962478767425743
1.e5_1.e6_70,0.9612145124716553,0.9226190476190477,0.9595222222222222,0.9172222222222223,56111.11111111111,0.9591028184889387,0.5611111111111111,0.0,0.6578734921152146,0.8588888888888889,0.03,4.958797303775124,0.5611111111111111,16.833332575833385,0.0011111111111111111,0.9590691714645009
1.e5_1.e6_80,0.9554006802721089,0.8933333333333333,0.9417962962962962,0.88,39666.666666666664,0.9475932222678974,0.39666666666666667,0.0,0.8341125533706863,0.6666666666666666,0.017777777777777778,4.9999999859374995,0.39666666666666667,11.899999464500038,0.0011111111111111111,0.9472782268070724
1.e6_1.e7_60,0.9928625850340137,0.9626190476190476,0.9909500000000001,0.97,84111.11111111111,0.9219127885932383,0.8411111111111111,0.0,0.36706731827387934,0.97,0.03777777777777778,4.990608821041789,0.8411111111111111,25.233332197833413,0.0011111111111111111,0.9215041197360769
1.e6_1.e7_70,0.9827657596371882,0.955,0.9792185185185186,0.9511111111111111,36888.88888888888,0.9672408995824769,0.3688888888888889,0.0,0.452533422416217,0.9366666666666666,0.034444444444444444,5.046908979626216,0.3688888888888889,11.0666661686667,0.0011111111111111111,0.9672172260303017
1.e6_1.e7_80,0.9880281179138322,0.9485714285714286,0.9849691358024691,0.94,60666.666666666664,0.9489773182846134,0.6066666666666667,0.0,0.4878560111553466,0.9155555555555556,0.03333333333333333,5.014704296747464,0.6066666666666667,18.199999181000056,0.0011111111111111111,0.9488899671318074
1.e7_1.e8_60,0.9906310657596372,0.9723809523809523,0.9822777777777778,0.9588888888888889,34888.88888888889,0.9669426188722517,0.3488888888888889,0.0,0.35116081758837264,0.9566666666666667,0.035555555555555556,5.073491147878881,0.3488888888888889,10.4666661956667,0.0011111111111111111,0.9669401234550526
1.e7_1.e8_70,0.9936603174603174,0.9688095238095238,0.994962962962963,0.9722222222222222,47999.99999999999,0.9584599479491599,0.48,0.0,0.2982646685787508,0.9711111111111111,0.03777777777777778,4.996325440538974,0.48,14.399999352000044,0.0011111111111111111,0.9583602360777455
1.e7_1.e8_80,0.9984013605442177,0.9864285714285714,0.9976395061728396,0.985,89777.77777777777,0.9171642230412029,0.8977777777777778,0.0,0.11635840857181835,0.9911111111111112,0.03777777777777778,5.099224591488289,0.8977777777777778,26.933332121333418,0.0011111111111111111,0.9145918393165444
